,x,y,Shape,xyGPS,xGPS,yGPS
N895,1594747.1138419586,7770238.41705749,"(1594747.1138419586, 7770238.41705749)","(1.664891827104475, 45.128499398290181)",1.664891827104475,45.12849939829018
N896,1590133.7606448922,7789068.888713979,"(1590133.7606448922, 7789068.8887139792)","(1.6019872284046996, 45.296816760390719)",1.6019872284046996,45.29681676039072
N897,1592033.938483912,7772754.535389612,"(1592033.938483912, 7772754.5353896124)","(1.6299072581045935, 45.150654004690253)",1.6299072581045935,45.15065400469025
N898,1580930.6246389311,7766455.12739867,"(1580930.6246389311, 7766455.1273986697)","(1.4906304605050533, 45.092212165790087)",1.4906304605050533,45.09221216579009
N899,1580434.3947291772,7766481.630894747,"(1580434.3947291772, 7766481.6308947466)","(1.4843350191050735, 45.092361319490067)",1.4843350191050735,45.09236131949007
N900,1579884.949306873,7765477.197373418,"(1579884.9493068729, 7765477.1973734181)","(1.4776271760050965, 45.08324606299005)",1.4776271760050965,45.08324606299005
N901,1595240.549687473,7780888.818357599,"(1595240.5496874731, 7780888.818357599)","(1.6687808891044682, 45.224195733890483)",1.6687808891044682,45.22419573389048
N902,1596658.8305086263,7779162.827073118,"(1596658.8305086263, 7779162.8270731177)","(1.6871791680044064, 45.208921054390458)",1.6871791680044064,45.20892105439046
N903,1589385.2791230967,7771853.45327438,"(1589385.2791230967, 7771853.4532743804)","(1.5965146303047046, 45.14213006319023)",1.5965146303047046,45.14213006319023
N904,1589481.6299854468,7771235.229136239,"(1589481.6299854468, 7771235.2291362388)","(1.5978817161046996, 45.136595963490201)",1.5978817161046996,45.1365959634902
N905,1590352.4183156823,7761590.9681801805,"(1590352.4183156823, 7761590.9681801805)","(1.6111648660046471, 45.050162351689941)",1.6111648660046471,45.05016235168994
N906,1595554.9764081028,7762651.260194155,"(1595554.9764081028, 7762651.2601941554)","(1.676814577504429, 45.060514712689958)",1.676814577504429,45.06051471268996
N907,1596027.9923757808,7760225.757955219,"(1596027.9923757808, 7760225.7579552187)","(1.6833387692044046, 45.038815154089903)",1.6833387692044046,45.0388151540899
N908,1594880.817274123,7761486.03455487,"(1594880.817274123, 7761486.0345548699)","(1.6685344658044561, 45.04994878308996)",1.668534465804456,45.04994878308996
N909,1596241.3285537232,7763594.838224006,"(1596241.3285537232, 7763594.8382240059)","(1.6853010444043999, 45.069092265489999)",1.6853010444043999,45.06909226549
N910,1595339.995446669,7761828.182355183,"(1595339.9954466689, 7761828.1823551832)","(1.6742736720044356, 45.053092341489936)",1.6742736720044356,45.053092341489936
N911,1581716.9504841175,7762753.591811549,"(1581716.9504841175, 7762753.5918115489)","(1.5015216970050134, 45.059124505589971)",1.5015216970050134,45.05912450558997
N912,1581857.379095557,7761196.742833731,"(1581857.3790955569, 7761196.7428337308)","(1.5036889628050087, 45.045174329789909)",1.5036889628050087,45.04517432978991
N913,1583216.4354511471,7763918.866572306,"(1583216.4354511471, 7763918.8665723056)","(1.5202254835049529, 45.069848800090007)",1.520225483504953,45.06984880009001
N914,1590828.0209940418,7763927.450242956,"(1590828.0209940418, 7763927.4502429562)","(1.6166484593046342, 45.071214485390009)",1.6166484593046342,45.07121448539001
N915,1584511.1811157556,7767577.572676043,"(1584511.1811157556, 7767577.572676043)","(1.5357331450049025, 45.102917855490126)",1.5357331450049025,45.102917855490126
N916,1582719.4577622877,7767282.526248301,"(1582719.4577622877, 7767282.5262483014)","(1.5130951565049802, 45.099956558790105)",1.5130951565049802,45.099956558790105
N917,1596804.0768230383,7773117.366868041,"(1596804.0768230383, 7773117.3668680415)","(1.6903487548043894, 45.154667320090255)",1.6903487548043894,45.154667320090255
N918,1587069.0801123928,7789187.190931802,"(1587069.0801123928, 7789187.1909318017)","(1.5629708448048327, 45.297365099590721)",1.5629708448048327,45.29736509959072
N919,1586811.1261308368,7784931.471717336,"(1586811.1261308368, 7784931.4717173362)","(1.5607157782048329, 45.25911101549061)",1.5607157782048329,45.25911101549061
N920,1584759.8611547,7786765.627701646,"(1584759.8611546999, 7786765.6277016457)","(1.5341885076049251, 45.27522642489064)",1.534188507604925,45.27522642489064
N921,1592018.1506928473,7760751.248935704,"(1592018.1506928473, 7760751.2489357041)","(1.6324506033045751, 45.042895923089908)",1.6324506033045751,45.04289592308991
N922,1581704.8562620452,7789181.627428788,"(1581704.8562620452, 7789181.6274287878)","(1.4947307821050575, 45.29638168209074)",1.4947307821050575,45.29638168209074
N923,1598349.5810087537,7764187.509125743,"(1598349.5810087537, 7764187.5091257431)","(1.7118815708043127, 45.074737204790033)",1.7118815708043127,45.07473720479003
N924,1594344.1759620153,7766152.384984975,"(1594344.1759620153, 7766152.3849849747)","(1.6606960124044861, 45.09175392609005)",1.660696012404486,45.09175392609005
N925,1596728.6132309919,7765844.533887323,"(1596728.6132309919, 7765844.533887323)","(1.6909826038043831, 45.089363688690028)",1.6909826038043831,45.08936368869003
N926,1595394.3350338638,7766883.1192318965,"(1595394.3350338638, 7766883.1192318965)","(1.67384341930444, 45.09847941789009)",1.67384341930444,45.09847941789009
N927,1594068.5267259183,7770337.035617714,"(1594068.5267259183, 7770337.0356177138)","(1.6562637606045036, 45.129277250990178)",1.6562637606045036,45.12927725099018
N928,1595233.5230877853,7768538.223489919,"(1595233.5230877853, 7768538.2234899187)","(1.6714379393044498, 45.113312600390138)",1.6714379393044498,45.11331260039014
N929,1595059.4812184602,7767828.32013964,"(1595059.4812184602, 7767828.32013964)","(1.6693891094044568, 45.106912169390107)",1.6693891094044568,45.10691216939011
N930,1592092.0530056988,7769419.684054018,"(1592092.0530056988, 7769419.684054018)","(1.6314074179045859, 45.120724772090163)",1.6314074179045859,45.12072477209016
N931,1591319.3130860839,7776175.938693327,"(1591319.3130860839, 7776175.9386933269)","(1.6200514930046286, 45.181254296390357)",1.6200514930046286,45.18125429639036
N932,1587845.3319965722,7777705.348820697,"(1587845.3319965722, 7777705.3488206966)","(1.5755872658047776, 45.194409020590399)",1.5755872658047776,45.1944090205904
N933,1586881.0422995973,7773892.702117652,"(1586881.0422995973, 7773892.7021176517)","(1.564258949904813, 45.160017018590274)",1.564258949904813,45.160017018590274
N934,1588903.819230577,7774423.738505036,"(1588903.819230577, 7774423.7385050356)","(1.589801517304728, 45.165124888890304)",1.589801517304728,45.165124888890304
N935,1587839.531443185,7777694.757914399,"(1587839.5314431849, 7777694.7579143988)","(1.5755161372047797, 45.194312959390395)",1.5755161372047797,45.194312959390395
N936,1595034.2953501767,7762695.148489309,"(1595034.2953501767, 7762695.1484893085)","(1.6702098191044494, 45.060827015089991)",1.6702098191044494,45.06082701508999
N937,1585419.8773317905,7790018.459074906,"(1585419.8773317905, 7790018.4590749061)","(1.541786951804903, 45.304546421890748)",1.541786951804903,45.30454642189075
N938,1588154.6012083392,7778066.0286366725,"(1588154.6012083392, 7778066.0286366725)","(1.5794284921047665, 45.197699202590414)",1.5794284921047665,45.197699202590414
N939,1592341.8816533042,7782833.878852062,"(1592341.8816533042, 7782833.8788520619)","(1.6315087487045941, 45.241196397690537)",1.631508748704594,45.24119639769054
N940,1588695.0468767504,7780549.11299393,"(1588695.0468767504, 7780549.1129939295)","(1.5857037283047479, 45.220082996490483)",1.585703728304748,45.22008299649048
N941,1591422.582267032,7784240.41131164,"(1591422.582267032, 7784240.4113116404)","(1.6195005914046361, 45.253675405190592)",1.619500591404636,45.25367540519059
N942,1592001.206361978,7776239.890713056,"(1592001.2063619781, 7776239.8907130556)","(1.6286931235046003, 45.181939395390373)",1.6286931235046003,45.18193939539037
N943,1598155.3741463628,7758541.6029324755,"(1598155.3741463628, 7758541.6029324755)","(1.7106360674043126, 45.024024755489854)",1.7106360674043126,45.024024755489854
N944,1597564.6895477977,7759147.512813299,"(1597564.6895477977, 7759147.512813299)","(1.7030283476043373, 45.029373501989888)",1.7030283476043373,45.02937350198989
N945,1598209.192610028,7759792.955346014,"(1598209.192610028, 7759792.9553460144)","(1.7110483277043109, 45.035266032389885)",1.711048327704311,45.035266032389885
N946,1588298.1878320635,7777961.775564258,"(1588298.1878320635, 7777961.775564258)","(1.5812765335047612, 45.196787336490381)",1.5812765335047612,45.19678733649038
N947,1592229.4182482774,7785265.227305933,"(1592229.4182482774, 7785265.2273059329)","(1.6295216101046026, 45.263008012890602)",1.6295216101046026,45.2630080128906
N948,1587691.4558744098,7787231.072835042,"(1587691.4558744098, 7787231.0728350421)","(1.571356979304801, 45.279907280490669)",1.571356979304801,45.27990728049067
N949,1579537.460527669,7780842.848766282,"(1579537.4605276689, 7780842.8487662822)","(1.4692979566051381, 45.221125232490493)",1.469297956605138,45.22112523249049
N950,1580646.6712428008,7780438.062049165,"(1580646.6712428008, 7780438.0620491654)","(1.4834915237050905, 45.217690999290497)",1.4834915237050905,45.2176909992905
N951,1580456.44416058,7782416.603689555,"(1580456.4441605799, 7782416.6036895551)","(1.4805720430051026, 45.235420075790522)",1.4805720430051026,45.23542007579052
N952,1594919.7680656675,7762731.724542089,"(1594919.7680656675, 7762731.7245420888)","(1.6687510675044537, 45.06113733528997)",1.6687510675044537,45.06113733528997
N953,1600236.469272222,7769949.726683672,"(1600236.4692722219, 7769949.7266836716)","(1.7345707958042387, 45.126751819690185)",1.7345707958042387,45.126751819690185
N954,1594162.793298933,7774706.913719945,"(1594162.793298933, 7774706.9137199447)","(1.6564783723045062, 45.168523565690329)",1.6564783723045062,45.16852356569033
N955,1599546.054375817,7767646.738033961,"(1599546.0543758171, 7767646.7380339606)","(1.7263050772042663, 45.105972973890111)",1.7263050772042663,45.10597297389011
N956,1588888.2608049556,7763728.5090367,"(1588888.2608049556, 7763728.5090367002)","(1.5921214955047163, 45.069108460890007)",1.5921214955047163,45.06910846089001
N957,1587916.7856820237,7762896.397724005,"(1587916.7856820237, 7762896.3977240054)","(1.580012146004752, 45.061476323089984)",1.580012146004752,45.061476323089984
N958,1586266.483034155,7763103.99349469,"(1586266.4830341551, 7763103.9934946904)","(1.559059449404826, 45.063060677790006)",1.559059449404826,45.063060677790006
N959,1589764.0306359238,7760174.816444151,"(1589764.0306359238, 7760174.8164441511)","(1.6040436175046735, 45.037353160989895)",1.6040436175046735,45.037353160989895
N960,1589667.6873016127,7760480.051087919,"(1589667.6873016127, 7760480.0510879187)","(1.6027527299046724, 45.040077218589929)",1.6027527299046724,45.04007721858993
N961,1588493.6370835798,7763333.366877447,"(1588493.6370835798, 7763333.3668774469)","(1.5872156012047278, 45.065495521489972)",1.5872156012047278,45.06549552148997
N962,1580855.2526103097,7777601.983626284,"(1580855.2526103097, 7777601.9836262837)","(1.4868592228050801, 45.1922667175904)",1.48685922280508,45.1922667175904
N963,1580523.218785367,7776620.837799651,"(1580523.218785367, 7776620.8377996506)","(1.4828924886050896, 45.183398860790341)",1.4828924886050896,45.18339886079034
N964,1582191.2629318926,7778361.626470261,"(1582191.2629318926, 7778361.6264702613)","(1.5036320263050191, 45.19932434959042)",1.5036320263050191,45.19932434959042
N965,1581889.6667967846,7779200.0326570915,"(1581889.6667967846, 7779200.0326570915)","(1.499591802405035, 45.206797934490439)",1.499591802405035,45.20679793449044
N966,1580572.7858447924,7776089.676471799,"(1580572.7858447924, 7776089.6764717987)","(1.4836564205050875, 45.178639219490364)",1.4836564205050875,45.178639219490364
N967,1584002.9983550187,7777591.162140082,"(1584002.9983550187, 7777591.1621400816)","(1.526828154704942, 45.192725465090398)",1.526828154704942,45.1927254650904
N968,1584982.3946398061,7777569.177749869,"(1584982.3946398061, 7777569.1777498694)","(1.5392688600048987, 45.192698022890376)",1.5392688600048987,45.192698022890376
N969,1579484.31999807,7788209.817406046,"(1579484.3199980699, 7788209.8174060462)","(1.4667324792051499, 45.28725726069073)",1.46673247920515,45.28725726069073
N970,1593682.662194918,7776271.732924825,"(1593682.6621949179, 7776271.7329248246)","(1.6500315623045279, 45.182495867390344)",1.6500315623045279,45.182495867390344
N971,1580892.7763931553,7788348.093795415,"(1580892.7763931553, 7788348.093795415)","(1.4846117450050924, 45.28875271769072)",1.4846117450050924,45.28875271769072
N972,1596603.2305493962,7756663.802199505,"(1596603.2305493962, 7756663.8021995053)","(1.6913993783043748, 45.006930060589788)",1.6913993783043748,45.00693006058979
N973,1579980.0770892343,7782532.911568131,"(1579980.0770892343, 7782532.9115681313)","(1.4744892248051209, 45.236378506490524)",1.474489224805121,45.236378506490524
N974,1591903.183683099,7779445.908337613,"(1591903.183683099, 7779445.9083376126)","(1.6267124406046078, 45.210707159790445)",1.6267124406046078,45.210707159790445
N975,1580635.582388812,7784754.697306916,"(1580635.582388812, 7784754.6973069161)","(1.4822542718050979, 45.256443893490619)",1.482254271805098,45.25644389349062
N976,1591802.1165994236,7776814.728224623,"(1591802.1165994236, 7776814.728224623)","(1.6260336603046077, 45.187067915490374)",1.6260336603046077,45.187067915490374
N977,1599719.092329531,7770991.493181627,"(1599719.092329531, 7770991.4931816272)","(1.7277880395042648, 45.136026821090212)",1.7277880395042648,45.13602682109021
N978,1582785.6680544983,7781196.481127147,"(1582785.6680544983, 7781196.4811271466)","(1.5104736185049983, 45.224880291290511)",1.5104736185049983,45.22488029129051
N979,1592557.062859042,7769721.256601479,"(1592557.0628590421, 7769721.2566014789)","(1.6372351989045641, 45.123507214790173)",1.6372351989045641,45.12350721479017
N980,1587437.1481505793,7761107.549424648,"(1587437.1481505793, 7761107.5494246483)","(1.574362564904767, 45.045337712489925)",1.574362564904767,45.045337712489925
N981,1588548.490141399,7763938.193734263,"(1588548.490141399, 7763938.1937342631)","(1.5877678897047285, 45.070934109789995)",1.5877678897047285,45.070934109789995
N982,1585248.0081496038,7777587.084131152,"(1585248.0081496038, 7777587.0841311524)","(1.5426369742048895, 45.192904619290395)",1.5426369742048895,45.192904619290395
N983,1580219.7638925684,7775289.00455078,"(1580219.7638925684, 7775289.0045507802)","(1.4793789700050994, 45.171387782090335)",1.4793789700050994,45.171387782090335
N984,1580361.9335185487,7776706.61504173,"(1580361.9335185487, 7776706.61504173)","(1.4808232529050944, 45.184139973190362)",1.4808232529050944,45.18413997319036
N985,1599684.2432202345,7768495.43041396,"(1599684.2432202345, 7768495.4304139595)","(1.72787659480426, 45.113612896290128)",1.72787659480426,45.11361289629013
N986,1599795.1584155997,7765729.012420694,"(1599795.1584155997, 7765729.0124206943)","(1.729869757204253, 45.088794304290062)",1.729869757204253,45.08879430429006
N987,1597419.8555125892,7765676.29107499,"(1597419.8555125892, 7765676.2910749903)","(1.6997792537043528, 45.087959985790064)",1.6997792537043528,45.087959985790064
N988,1594744.543320233,7766161.158451843,"(1594744.543320233, 7766161.1584518431)","(1.6657681084044682, 45.091895982290069)",1.6657681084044682,45.09189598229007
N989,1590116.249126422,7761724.501600813,"(1590116.249126422, 7761724.5016008131)","(1.6081431261046564, 45.051322212589938)",1.6081431261046564,45.05132221258994
